"","nroInvent","idPlot","nroTree","bal","idSet","sp","ht","hcb","hlcw","taped_faces","status","rc1","rc2","rc3","rc4","damage","dbh1","dbh2","dbh","expan","Observaciones","cl","cr","slender","expan_type","factor_slope","expan2","ba","ba.ha"
"6434","-1","02642108",16,0,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,12.4899039578066,127.323954473516,NA,NA,NA,NA,"ifn",1,127.323954473516,0.0122520307761633,1.55997700875233
"6435","-1","02642108",17,17.5867718881176,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,19.2073722632563,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0289751563863064,0.922307873148272
"6436","-1","02642108",18,25.3866552397858,"ibero.pt","026",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0",NA,NA,16.4015634968131,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0211280969282137,0.672528212849978
"6437","-1","02642108",19,5.52879407844071,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,22.4080945509252,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0394366247482241,1.25530675350801
"6438","-1","02642108",20,20.2633690556798,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,17.6580281901485,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0244891827978007,0.7795148989102
"6439","-1","02642108",21,26.7301602543328,"ibero.pt","026",NA,NA,NA,NA,"3",NA,NA,NA,NA,"0",NA,NA,24.3433020410278,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0465424088272383,0.658440393623008
"6440","-1","02642108",22,26.0591834526357,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,24.5739520941863,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0474285552961657,0.670976801697072
"6441","-1","02642108",23,24.6965554386688,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,24.9216737199818,14.1471060526129,NA,NA,NA,NA,"ifn",1,14.1471060526129,0.0487802804722358,0.690099801116923
"6442","-1","02642108",24,30.7472963358669,"ibero.pt","026",NA,NA,NA,NA,"4",NA,NA,NA,NA,"0",NA,NA,13.815364061841,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0149904458238382,0.477160710403023
"6443","-1","02642108",25,6.78410083194872,"ibero.pt","026",NA,NA,NA,NA,"5",NA,NA,NA,NA,"0",NA,NA,22.018935870331,31.8309886183791,NA,NA,NA,NA,"ifn",1,31.8309886183791,0.0380787369404708,1.21208384215438
